"序号","试题内容","正确选项","A","B","C","D",""
"624","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定办理移交手续时，客运记录应载明日期、车次，旅客姓名、性别、年龄、国籍、民族、职业、单位、有效身份证件号码、联系方式、住址，车票种类、号码、发站、到站、车厢、席位，（），以及证据材料清单等内容。","ABCD","受伤地点","受伤原因","受伤部位","处理简况",""
"625","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定因时间来不及记明前述内容时，可在客运记录中简要记明日期、车次、下交原因，并必须在（）向处理单位补交有关材料。","A","3日内","5日内","7日内","10日内",""
"626","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定特殊情况来不及编制客运记录时，列车长或其指定的专人应随同伤害旅客下车办理交接。涉及第三人时，应将第三人同时交站处理。","A","对","错","","",""
"627","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定对已经控制的违法、犯罪嫌疑人，应当及时移交车站铁路公安派出所。","A","对","错","","",""
"628","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 列车发现精神异常旅客时，应重点关注，并按规定交（）妥善处理。","AB","到站","下车站","中途站","终点站",""
"629","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 列列车运行途中，旅客有同行成年人的，应要求其同行成年人看护；无同行成年人时，应指派专人看护。必要时，可安排在适当位置看护。","A","对","错","","",""
"630","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定车站发现进站乘车的旅客精神异常时，可不予其进站乘车，并为其办理退票手续。","A","对","错","","",""
"631","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 旅客在法定时限内索赔且能够证明伤害是在铁路旅客运输过程中发生的，受理单位应及时通知发生单位，并本着方便旅客的原则，移交（）处理，被移交站应当受理。发生单位应当在10日内搜集并向处理单位移交相关证据材料。","ABC","旅客就医所在地车站","旅客发站","旅客到站","列车终点站",""
"632","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 在站内或区间线路上发现有坠车旅客时，发现或接到通知的车站应当迅速通报有关列车。有关列车接到通报后，应当立即调查。","A","对","错","","",""
"633","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 对杀人、抢劫、抢夺、强奸、爆炸、纵火、绑架、结伙斗殴、()等违法犯罪行为造成的旅客人身伤害应当立即向铁路公安机关报警。","ABCD","寻衅滋事","故意伤害","击打列车","故意损毁、移动站车设备",""
"634","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 对因（）、或者非法阻拦行车、堵塞通道等，引起公共秩序混乱,造成的旅客人身伤害应当立即向铁路公安机关报警。","ABCD","散布谣言、谎报险情","疫情、警情","扬言放火、爆炸","投放危险物质",""
"635","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 对()造成的旅客人身伤害应当立即向铁路公安机关报警。","ABCD","火灾、爆炸、中毒等治安灾害事故","精神病人肇事肇祸，醉酒滋事行为","自然灾害","铁路设备、设施故障造成的事故",""
"636","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定  发生旅客人身伤害及携带品损失()，应当及时通知铁路公安机关：","ABCD","应当控制、约束违法犯罪嫌疑人","扣押相关涉案物品的","应当保护现场、维持秩序、","协同救助的；",""
"637","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定  发生旅客人身伤害及携带品损失()，应当及时通知铁路公安机关：","ABCD","应当由铁路公安机关介入调查","应当由铁路公安机关获取证据、查明原因的；","引发治安纠纷或者酿成群体性事件并影响站车秩序，应当及时处置的；","造成旅客死亡的",""
"638","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定  车站、列车发生旅客人身伤害时，可用电话向所在单位或上级主管部门报告概况。","A","对","错","","",""
"639","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定  发生重伤以上旅客人身伤害时，应（）。","ABCD","第一时间以短信方式向所属铁路局主管部门报告","随后向有关铁路局主管部门拍发速报","逐级向上级主管部门报告","向上级主宣传部门报告",""
"640","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 报告（含速报）内容主要包括()。","ABCD","发生日期、时间、","发生车次、地点","发生车站","区间里程",""
"641","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 报告（含速报）内容主要包括伤亡旅客的姓名、性别、年龄、国籍、民族、职业、单位、有效身份证件号码、联系方式、住址以及()。","ABCD","车票种类、号码","车票发站、到站","车票车厢、席位等基本情况。","发生经过、旅客伤亡及现场处理简况",""
"642","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 发生旅客人身伤害后，发生地车站（车务段）或处理站（车务段）应当组织发生单位、车站铁路公安派出所及相关单位成立善后处理工作组（以下简称工作组）。必要时，由发生地或处理站所在地铁路局组织。","A","对","错","","",""
"643","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 发生旅客轻伤且经旅客或第三人同意现场调解、责任明确的，可由车站会同（）等共同进行现场处理。","ABCD","铁路公安派出所","发生单位","旅客","第三人",""
"644","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定  工作组负责办理受伤旅客就医、食宿等事宜。","A","对","错","","",""
"645","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 工作组负责收集相关资料，建立案卷。案卷中应有：（）及铁路公安机关处理尸体意见等材料。","ABCD","客运记录、证人证言","车票、医院证明","现场照片或图示","寻人启示",""
"646","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 铁路公安机关制作有现场勘验笔录、法医鉴定结论的，在不影响案件办理的情况下，可以收集存入案卷。","A","对","错","","",""
"647","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 工作组负责（）。","ABCD","核查伤亡旅客身份，通知其家属或发布寻人启示。","处理旅客遗留物品或死亡旅客遗体。","向旅客或其继承人、代理人通报有关情况，协商处理善后事宜。","其他与善后处理有关的事宜",""
"648","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定  受伤旅客临床治疗结束或死亡旅客遗体处理完毕，工作组应当根据铁路安全监督管理办公室对责任确定情况，（）。","ABCD","核实各项费用","核实授权委托书、亲属关系证明等有关证明后","涉及铁路运输企业责任的，尽快按有关法律规定与旅客协商办理赔付","涉及铁路运输企业责任的，尽快按有关法律规定与其继承人、代理人协商办理赔付",""
"649","《铁路旅客人身伤害及携带品损失处理暂行办法》（铁运[2012]319号）规定 医疗费用应根据实际产生或后续治疗需要,凭治疗医院单据或建议核定。旅客需转院治疗时，应与处理单位协商一致，并经治疗医院同意。","A","对","错","","",""
